alg name,beta,L,hamming_dist,mse,elapssed_time
EnsambleLearningforStructuredPredictions,0.69999999999999996,2,0.57483317445185889,-1,1.0070005155449027
EnsambleLearningforStructuredPredictions,0.79999999999999993,2,0.57973733583489684,-1,1.0826273210376272
EnsambleLearningforStructuredPredictions,0.89999999999999991,2,0.57156488549618323,-1,1.0520712194097523
EnsambleLearningforStructuredPredictions,0.99999999999999989,2,0.57596153846153841,-1,1.2223530164113807
EnsambleLearningforStructuredPredictions,1.0999999999999999,2,0.57531584062196306,-1,1.1949051847395538
SVM,-1,-1,0.56140350877192979,-1,0.023692564705623198
